"performer","song","duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","spotify_popularity","billboard_weeks"
"Ricky Martin","She's All I Ever Had",295333,0.393,0.765,11,-5.924,1,0.0481,0.0172,0,0.227,0.274,81.088,4,48,20
"Freddie North","She's All I Got",163040,0.328,0.399,10,-13.374,1,0.102,0.299,2.1e-06,0.202,0.774,78.19,4,3,12
"Johnny Paycheck","She's All I Got",170295,0.613,0.542,0,-12.121,0,0.0427,0.787,0,0.215,0.806,141.334,4,46,2
"Billy Joel","She's Always A Woman",201373,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631,3,72,15
"Clay Walker","She's Always Right",201866,0.47,0.53,8,-10.006,1,0.0317,0.354,0,0.19,0.444,142.741,4,26,6
"The Zombies","She's Coming Home",158293,0.315,0.431,4,-9.553,1,0.0308,0.517,1.46e-06,0.0831,0.385,126.227,4,15,6
"Jason Aldean","She's Country",220573,0.553,0.872,1,-2.832,0,0.0782,0.198,0,0.0659,0.638,172.138,4,65,20
"Brad Paisley","She's Everything",266920,0.355,0.478,0,-8.323,1,0.0335,0.569,2.9e-06,0.194,0.269,102.971,4,66,20
"Daryl Hall John Oates","She's Gone",313373,0.523,0.341,4,-14.034,1,0.0388,0.313,0.000114,0.621,0.355,77.487,4,63,28
"Tavares","She's Gone",220160,0.563,0.569,4,-9.066,1,0.0311,0.516,7.29e-06,0.126,0.76,142.176,4,31,16
"Blake Shelton","She's Got A Way With Words",192026,0.616,0.697,3,-5.952,1,0.0295,0.326,2.18e-05,0.0827,0.68,148.93,4,46,12
"Billy Joel","She's Got A Way",169226,0.495,0.142,11,-16.186,0,0.0436,0.97,1.93e-06,0.113,0.196,75.859,4,50,14
"R. Kelly & Public Announcement","She's Got That Vibe",274133,0.801,0.693,1,-10.239,1,0.073,0.0504,0,0.168,0.742,113.137,4,45,12
"Ray Price","She's Got To Be A Saint",228266,0.414,0.299,10,-12.293,1,0.0303,0.858,0.212,0.128,0.447,88.516,3,18,4
"Patsy Cline","She's Got You",181800,0.388,0.143,5,-17.545,1,0.0416,0.947,0.000865,0.1,0.578,182.665,3,58,13
"Suzi Quatro","She's In Love With You",212986,0.657,0.857,11,-7.02,1,0.0456,0.0716,1.52e-05,0.0774,0.624,125.858,4,45,11
"Mark Wills","She's In Love",284240,0.606,0.464,5,-9.72,1,0.023,0.235,0,0.0762,0.288,104.984,4,33,10
"Hank Thompson","She's Just A Whole Lot Like You",160266,0.572,0.252,10,-15.764,1,0.0329,0.574,0,0.103,0.547,124.096,4,3,1
"Gary Lewis And The Playboys","She's Just My Style",195280,0.524,0.687,9,-8.569,1,0.0275,0.439,0,0.0779,0.927,74.1,4,35,12
"5 Seconds Of Summer","She's Kinda Hot",216454,0.664,0.908,4,-4.806,1,0.0317,0.00182,0,0.109,0.889,118.031,4,67,9
"Lumidee Featuring Tony Sunshine","She's Like The Wind",225512,0.434,0.704,9,-6.475,0,0.0909,0.108,0,0.194,0.319,87.949,3,34,16
"Patrick Swayze (Featuring Wendy Fraser)","She's Like The Wind",232906,0.586,0.331,4,-14.677,0,0.0295,0.256,1.67e-05,0.18,0.223,124.915,4,65,21
"Wilson Pickett","She's Lookin' Good",146640,0.827,0.65,9,-11.995,1,0.0515,0.0694,0.000249,0.0994,0.978,148.932,4,23,10
"J. Cole","She's Mine Pt. 2",209080,0.435,0.202,2,-15.097,1,0.0702,0.776,0.0976,0.245,0.0429,139.574,4,64,1
"Conway Twitty","She's Mine",117640,0.616,0.511,9,-13.67,1,0.0652,0.733,0.00367,0.11,0.963,83.419,4,4,1
"Steve Perry","She's Mine",266520,0.479,0.835,4,-3.969,0,0.0432,0.27,2.12e-06,0.103,0.368,100,4,36,13
"Andy Griggs","She's More",199733,0.679,0.528,7,-7.901,1,0.0267,0.0754,0,0.12,0.274,99.035,4,46,20
"The Turtles","She's My Girl",157333,0.332,0.51,0,-10.254,1,0.0466,0.718,0.00443,0.171,0.342,121.851,4,33,10
"Tim McGraw","She's My Kind Of Rain",255973,0.472,0.588,0,-8.374,1,0.0254,0.13,0,0.151,0.314,75.999,4,49,20
"Jesse McCartney","She's No You",213960,0.554,0.88,4,-4.25,0,0.0428,0.0805,0.0313,0.295,0.313,89.868,4,49,3
"Billy Ray Cyrus","She's Not Cryin' Anymore",205773,0.45,0.298,2,-11.77,1,0.0268,0.39,3.67e-06,0.33,0.58,176.884,4,39,9
"Shania Twain","She's Not Just A Pretty Face",229026,0.568,0.872,9,-4.336,1,0.0404,0.0511,0,0.342,0.492,98.981,4,43,13
"Glee Cast","She's Not There",148026,0.647,0.874,2,-4.483,0,0.0295,0.0262,0.00308,0.203,0.653,131.02,4,38,1
"Santana","She's Not There",249026,0.477,0.697,0,-7.878,1,0.0387,0.403,0.262,0.311,0.832,130.365,4,53,14
"The Zombies","She's Not There",145293,0.523,0.803,4,-5.189,0,0.045,0.579,0,0.0948,0.898,132.316,4,60,15
"Jeffrey Osborne","She's On The Left",300226,0.771,0.767,11,-9.547,0,0.0404,0.104,1.25e-05,0.102,0.852,111.186,4,15,11
"Michael Jackson","She's Out Of My Life",218266,0.293,0.0348,4,-23.92,1,0.0414,0.962,0.000212,0.105,0.101,130.959,4,57,16
"Hi-Five","She's Playing Hard To Get",276573,0.525,0.811,1,-6.148,1,0.0602,0.00847,0,0.266,0.751,199.977,4,56,20
"Spiral Starecase Featuring: Pat Upton","She's Ready",160026,0.595,0.788,10,-7.957,1,0.0273,0.124,0,0.241,0.894,130.166,4,16,6
"The Rolling Stones","She's So Cold",253506,0.754,0.831,0,-5.302,1,0.0557,0.421,0.00731,0.0754,0.836,139.549,4,56,13
"Tal Bachman","She's So High",224693,0.537,0.84,9,-4.626,1,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,4,71,28
"matchbox twenty","She's So Mean",232320,0.672,0.875,0,-3.728,1,0.0378,0.0136,0,0.279,0.676,118.014,4,59,17
"Cameo","She's Strange",431666,0.823,0.604,5,-11.807,0,0.0898,0.137,0.022,0.0654,0.878,108.999,4,42,11
"The Chartbusters","She's The One",141240,0.558,0.947,2,-5.535,1,0.0503,0.0359,0.0414,0.0917,0.894,84.471,4,1,8
"Cheap Trick","She's Tight",178106,0.421,0.785,4,-8.785,1,0.054,0.202,1.25e-05,0.166,0.849,155.597,4,36,7
"Musical Youth","She's Trouble",188200,0.867,0.516,11,-15.565,1,0.0383,0.225,0.000897,0.0604,0.964,125.257,4,16,7
"High Valley","She's With Me",180301,0.599,0.931,11,-3.662,1,0.0517,0.0285,0,0.102,0.788,111.012,4,58,8
"The Ramones","Sheena Is A Punk Rocker",183893,0.569,0.53,9,-8.495,1,0.0917,0.265,0,0.25,0.865,174.632,4,1,13
"Harry Styles","She",362653,0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,3,83,1
"Tommy Roe","Sheila",127066,0.422,0.575,4,-8.993,1,0.107,0.275,0,0.062,0.475,135.63,4,43,14
"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik","Shell Shocked",206566,0.596,0.815,6,-5.668,0,0.0755,0.0111,0,0.174,0.459,165.015,4,67,3
"Cinderella","Shelter Me",286800,0.61,0.945,7,-4.199,1,0.0322,0.0299,0.0229,0.167,0.918,125.969,4,42,13
"Joe Cocker","Shelter Me",262840,0.674,0.668,9,-10.09,1,0.0396,0.216,0.00244,0.193,0.543,120.371,4,20,4
"Lone Justice","Shelter",273600,0.624,0.545,0,-11.461,1,0.0297,0.341,3e-05,0.0787,0.384,120.38,4,27,12
"The Lettermen","Sherry Don't Go",125026,0.306,0.287,6,-15.426,1,0.0279,0.563,0,0.0733,0.604,101.549,4,9,8
"Robert John","Sherry",191240,0.75,0.905,7,-4.064,1,0.0407,0.108,0.0106,0.36,0.826,117.372,4,9,5
"The 4 Seasons","Sherry",152160,0.701,0.471,0,-8.072,1,0.0421,0.647,0,0.125,0.69,117.564,4,61,14
"Tommy James And The Shondells","She",123893,0.317,0.535,5,-10.785,1,0.0398,0.767,1.69e-05,0.331,0.859,168.961,4,17,8
"Onyx","Shifftee",205026,0.837,0.561,8,-9.094,1,0.172,0.00246,0.00169,0.0643,0.253,98.142,4,8,3
"Kenny Chesney Duet With George Strait","Shiftwork",269506,0.847,0.576,0,-9.199,1,0.0359,0.0922,0.00331,0.0373,0.882,128.992,4,40,16
"Neil Diamond","Shilo",207333,0.489,0.762,0,-3.947,1,0.0321,0.139,0.000405,0.0819,0.634,134.504,4,47,14
"Fuel","Shimmer",214106,0.479,0.795,4,-6.408,0,0.0421,0.00236,0,0.19,0.432,114.675,4,58,12
"The Olympics","Shimmy Like Kate",145013,0.635,0.829,9,-5.125,1,0.0471,0.608,0,0.186,0.963,139.426,4,5,11
"Ol' Dirty Bastard","Shimmy Shimmy Ya",161400,0.814,0.481,0,-5.183,1,0.245,0.097,3.83e-05,0.0495,0.193,96.252,4,67,15
"The Orlons","Shimmy Shimmy",139933,0.499,0.893,7,-5.582,1,0.056,0.704,0.000129,0.233,0.962,177.075,4,4,5
"Electric Light Orchestra","Shine A Little Love",281026,0.687,0.695,7,-8.95,1,0.032,0.217,0.00806,0.0569,0.884,133.134,4,50,15
"George Duke","Shine On",312680,0.824,0.79,11,-10.506,1,0.0403,0.04,0.00725,0.0644,0.961,118.888,4,34,9
"L.T.D.","Shine On",238640,0.386,0.245,0,-14.38,1,0.0385,0.697,0,0.264,0.244,142.131,4,15,16
"Ryan Cabrera","Shine On",185506,0.242,0.831,1,-5.556,1,0.0835,0.0242,0,0.257,0.623,190.078,4,24,5
"Sawyer Fredericks","Shine On",191605,0.47,0.578,5,-4.292,1,0.0321,0.0932,4.7e-06,0.179,0.336,125.805,4,23,1
"Collective Soul","Shine",306040,0.54,0.423,6,-8.799,1,0.0283,0.294,0.0884,0.152,0.353,150.135,4,68,29
"Lil' Wayne Featuring Baby, Mack 10 & Mickey","Shine",304173,0.78,0.938,7,-4.588,1,0.102,0.148,0.00492,0.25,0.741,95.993,4,43,3
"Jerrod Niemann","Shinin' On Me",194573,0.651,0.773,7,-6.97,1,0.0366,0.318,0,0.27,0.69,83.995,4,38,7
"Grand Funk","Shinin' On",356173,0.505,0.943,7,-4.88,1,0.0737,0.142,0.0166,0.0788,0.64,94.534,4,28,11
"Lupe Fiasco Featuring Matthew Santos","Shining Down",274106,0.371,0.914,0,-3.413,1,0.0826,0.00667,0,0.265,0.646,144.887,4,40,1
"Earth, Wind & Fire","Shining Star",170160,0.676,0.692,9,-13.093,1,0.052,0.668,0.00915,0.13,0.799,102.516,4,62,20
"The Manhattans","Shining Star",281853,0.612,0.329,4,-13.038,1,0.0365,0.0633,0,0.0658,0.572,74.046,4,51,25
"DJ Khaled Featuring Beyonce & JAY Z","Shining",284000,0.768,0.807,2,-5.508,0,0.106,0.053,2.99e-06,0.214,0.575,112.001,4,58,14
"R.E.M.","Shiny Happy People",225786,0.454,0.901,9,-3.961,1,0.0351,0.0338,0.0599,0.198,0.788,124.56,4,71,15
"Haysi Fantayzee","Shiny Shiny",222546,0.816,0.885,5,-5.135,1,0.0957,0.229,2.19e-06,0.028,0.964,100.018,4,27,5
"Robert Plant","Ship Of Fools",300586,0.619,0.424,4,-8.045,0,0.0248,0.175,0.00268,0.0999,0.245,93.15,4,44,4
"Chris de Burgh","Ship To Shore",229133,0.724,0.621,2,-12.374,1,0.0443,0.19,0,0.0663,0.702,122.622,4,36,5
"Mat Kearney","Ships In The Night",255893,0.448,0.885,9,-3.755,1,0.0562,0.111,3.65e-06,0.0476,0.134,178.151,4,54,1
"Barry Manilow","Ships",248733,0.288,0.356,1,-8.264,1,0.0309,0.719,0,0.128,0.107,125.928,4,39,14
"John Fred And The Playboys","Shirley",116267,0.48,0.757,10,-9.699,1,0.0548,0.367,9.45e-06,0.115,0.963,146.619,4,7,5
"Tela Featuring Eightball & MJG","Sho Nuff",308026,0.827,0.886,11,-3.633,0,0.194,0.0077,0.00015,0.291,0.897,152.034,4,45,8
"Rod Wave","Shock Da World",204171,0.693,0.53,1,-10.27,1,0.14,0.0213,2.18e-06,0.109,0.535,81.963,4,62,1
"Peter Gabriel","Shock The Monkey",328440,0.754,0.655,0,-8.501,1,0.086,0.112,0.00275,0.0614,0.908,74.089,4,41,18
"The Motels","Shock",270000,0.696,0.672,8,-12.499,1,0.0402,0.0643,2.98e-06,0.192,0.629,112.825,4,14,3
"Dynamic Superiors","Shoe Shoe Shine",225786,0.438,0.427,7,-7.898,1,0.0487,0.83,2.09e-06,0.217,0.369,119.573,4,28,7
"Eddie Kendricks","Shoeshine Boy",195493,0.641,0.661,2,-10.621,1,0.0491,0.326,2.46e-05,0.11,0.941,167.201,4,29,18
"Flo Rida Featuring Pleasure P","Shone",253253,0.638,0.727,7,-7.385,1,0.237,0.0128,0,0.111,0.303,150.064,4,30,1
"Mobb Deep","Shook Ones Part II",256333,0.637,0.878,6,-5.506,1,0.369,0.0762,0,0.118,0.652,94.921,4,43,10
"Michael Cooper","Shoop Shoop (Never Stop Givin' You Love)",256306,0.702,0.573,2,-10.421,1,0.0375,0.12,0,0.0893,0.627,136.443,4,22,9
"Salt-N-Pepa","Shoop",248573,0.939,0.675,0,-7.232,1,0.211,0.0915,0,0.0565,0.795,96.918,4,69,25
"Poco","Shoot For The Moon",168773,0.51,0.317,5,-16.22,1,0.0287,0.539,0.000252,0.0846,0.473,81.097,4,18,13
"Tasha Thomas","Shoot Me (With Your Love)",429306,0.644,0.572,6,-12.627,1,0.13,0.0911,0.00842,0.365,0.826,123.148,4,21,5
"Jr. Walker & The All Stars","Shoot Your Shot",181960,0.674,0.661,2,-8.37,0,0.0514,0.0482,0,0.0974,0.802,116.654,4,31,7
"Playboi Carti Featuring Lil Uzi Vert","Shoota",153800,0.674,0.649,1,-8.433,0,0.199,0.191,0,0.122,0.48,153.069,4,78,4
"Blue Oyster Cult","Shooting Shark",430173,0.625,0.666,0,-10.446,1,0.0306,0.01,0.00078,0.107,0.743,106.996,4,34,3
"Dollar","Shooting Star",231626,0.666,0.861,10,-9.613,1,0.0345,0.0214,5.49e-05,0.0586,0.897,138.903,4,8,6
"Captain & Tennille","Shop Around",210240,0.653,0.72,8,-8.131,1,0.0444,0.31,7.05e-06,0.0522,0.961,125.424,4,31,16
"The Miracles (featuring Bill ""Smokey"" Robinson)","Shop Around",170760,0.558,0.686,7,-4.495,1,0.0289,0.8,0,0.815,0.886,132.075,4,53,16
"The Coasters","Shoppin' For Clothes",178373,0.636,0.282,7,-14.011,0,0.123,0.778,0,0.148,0.627,88.531,4,20,4
"20 Fingers Featuring Gillette","Short Dick Man",290933,0.894,0.764,4,-10.028,0,0.0604,0.00154,0.0349,0.0323,0.796,127.038,4,48,30
"Randy Newman","Short People",176933,0.68,0.617,2,-5.849,1,0.0378,0.731,0.0674,0.12,0.54,121.356,4,49,20
"Bow Wow Featuring Chris Brown & Johnta Austin","Shortie Like Mine",268066,0.758,0.642,7,-8.128,0,0.221,0.0745,0,0.191,0.701,142.078,4,69,21
"The Bell Notes","Shortnin' Bread",117086,0.488,0.912,7,-9.93,1,0.0526,0.546,0.000734,0.34,0.92,155.362,4,0,2
"Imajin Featuring Keith Murray","Shorty (You Keep Playin' With My Mind)",294960,0.848,0.698,11,-4.885,0,0.241,0.0181,4.07e-06,0.203,0.895,101.074,4,24,20
"Young Buck","Shorty Wanna Ride",261320,0.586,0.619,1,-6.116,1,0.199,0.00408,0,0.134,0.326,120.125,5,58,19
"Ella Mai","Shot Clock",201609,0.512,0.512,4,-6.008,0,0.285,0.654,0,0.148,0.434,95.11,1,74,16
"Drake","Shot For Me",224720,0.566,0.465,2,-11.714,1,0.235,0.0555,0,0.567,0.177,143.015,4,67,1
"Ozzy Osbourne","Shot in the Dark",256293,0.581,0.791,6,-7.262,1,0.0324,0.00835,6.02e-05,0.142,0.619,123.887,3,63,9
"Lita Ford","Shot Of Poison",210733,0.578,0.855,5,-8.057,1,0.0414,0.0388,5.56e-06,0.345,0.732,126.264,4,32,14
"Tim McGraw","Shotgun Rider",235386,0.458,0.903,7,-4.589,1,0.0493,0.136,8.06e-06,0.146,0.69,167.847,4,59,20
"The Sunshine Band","Shotgun Shuffle",170960,0.659,0.738,10,-12.276,1,0.0415,0.0609,0.687,0.0848,0.932,112.224,4,18,2
"Jr. Walker & The All Stars","Shotgun",176626,0.747,0.671,1,-5.737,1,0.0332,0.181,5.24e-06,0.061,0.681,120.98,4,60,14
"Vanilla Fudge","Shotgun",148613,0.23,0.953,2,-4.114,1,0.124,0.000184,0.000593,0.321,0.277,105.811,4,15,5
"Megan Thee Stallion","Shots Fired",170870,0.826,0.655,2,-4.775,1,0.3,0.000761,0,0.0841,0.45,184.057,4,58,1
"Imagine Dragons","Shots",191266,0.738,0.768,11,-7.045,0,0.0348,0.381,0.145,0.1,0.603,120.013,4,60,3
"Lil Tecca","Shots",109373,0.829,0.582,7,-5.721,0,0.0415,0.525,0,0.0759,0.51,108.028,4,77,1
"LMFAO Featuring Lil Jon","Shots",222133,0.823,0.826,1,-2.055,1,0.0514,0.0118,1.93e-06,0.205,0.187,127.996,4,65,18
"NLE Choppa","Shotta Flow 5",145167,0.806,0.749,1,-5.268,1,0.328,0.0838,0,0.0621,0.77,140.032,4,65,3
"NLE Choppa","Shotta Flow",176631,0.894,0.511,2,-4.768,1,0.42,0.0251,0,0.14,0.568,120.08,4,81,20
"NLE Choppa","Shotta Flow",176631,0.894,0.511,2,-4.768,1,0.42,0.0251,0,0.14,0.568,120.08,4,83,20
"Moneybagg Yo","Shottas (Lala)",122728,0.925,0.463,6,-9.309,0,0.454,0.0681,0,0.101,0.961,133.061,4,77,4
"The Pointer Sisters","Should I Do It",231600,0.666,0.803,11,-4.636,0,0.0288,0.126,0.000176,0.609,0.75,130.443,4,23,16
"Nu Shooz","Should I Say Yes?",291066,0.725,0.723,9,-9.996,0,0.0382,0.166,0.0654,0.28,0.851,96.653,4,25,16
"Frozen Ghost","Should I See",230985,0.592,0.956,9,-3.464,1,0.0326,0.0617,0.000244,0.711,0.87,115.941,4,24,10
"The Clash","Should I Stay Or Should I Go",188986,0.742,0.833,2,-6.463,1,0.115,0.079,0,0.384,0.816,113.375,4,80,23
"The String-A-Longs","Should I",108088,0.767,0.444,6,-10.894,1,0.0472,0.199,0.887,0.103,0.943,120.955,4,0,9
"Toby Keith","Should've Been A Cowboy",208413,0.588,0.798,7,-3.671,1,0.037,0.379,0,0.274,0.721,133.827,4,67,2
"Richard Marx","Should've Known Better",250240,0.548,0.704,8,-13.061,1,0.0402,0.0751,0.00051,0.0463,0.682,169.119,4,49,21
"Neil Sedaka & Dara Sedaka","Should've Never Let You Go",258133,0.303,0.283,10,-10.981,1,0.0316,0.803,1.41e-05,0.08,0.286,143.388,4,28,19
"Taylor Swift","Should've Said No",242200,0.474,0.773,4,-3.662,0,0.0307,0.0113,0,0.254,0.467,167.974,4,56,20
"Young Dro Featuring T.I.","Shoulder Lean",258680,0.7,0.518,4,-7.191,0,0.177,0.0471,0,0.1,0.542,75.973,4,57,20
"Mickey Murray","Shout Bamalama",137165,0.7,0.68,3,-7.422,1,0.0441,0.515,0,0.0864,0.973,159.594,4,14,8
"KISS","Shout It Out Loud",169026,0.566,0.956,8,-4.945,1,0.0649,0.139,5.14e-05,0.385,0.614,135.664,4,51,15
"Little Mix","Shout Out To My Ex",246240,0.773,0.747,5,-4.061,1,0.0889,0.0239,8.23e-06,0.11,0.8,126.014,4,78,3
"Ernie Maresca","Shout! Shout! (Knock Yourself Out)",130093,0.654,0.721,8,-8.476,1,0.139,0.273,0,0.344,0.967,94.851,4,38,14
"Tears For Fears","Shout",393666,0.511,0.942,0,-10.407,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,4,72,19
"Al Wilson","Show And Tell",207986,0.37,0.418,2,-11.305,1,0.0266,0.303,0,0.0832,0.926,177.576,4,45,22
"Steely Dan","Show Biz Kids",324333,0.735,0.698,9,-10.124,0,0.0374,0.251,1.19e-06,0.0482,0.966,119.503,4,41,8
"Lou Rawls","Show Business",155466,0.706,0.72,3,-7.354,1,0.0405,0.763,1.19e-06,0.261,0.894,113.259,4,1,7
"Audioslave","Show Me How To Live",277840,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,4,72,20
"Christina Aguilera","Show Me How You Burlesque",179373,0.753,0.708,7,-5.389,1,0.265,0.0081,0,0.188,0.323,105.521,4,55,1
"The Emotions","Show Me How",199240,0.55,0.182,1,-14.415,1,0.0313,0.774,0.000112,0.0669,0.226,93.647,3,25,14
"Alicia Keys Featuring Miguel","Show Me Love",194997,0.531,0.491,5,-5.47,0,0.042,0.447,0,0.0703,0.521,129.38,4,68,1
"Robin S.","Show Me Love",252106,0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258,4,67,28
"Robyn","Show Me Love",229226,0.546,0.643,6,-4.069,0,0.0437,0.0746,0,0.213,0.706,181.838,4,61,24
"Backstreet Boys","Show Me The Meaning Of Being Lonely",234960,0.63,0.625,6,-5.088,0,0.0252,0.231,0,0.0765,0.683,167.998,4,67,24
"Petey Pablo","Show Me The Money",224680,0.863,0.772,0,-2.278,1,0.114,0.0167,0,0.206,0.83,110.514,4,54,5
"Peter Frampton","Show Me The Way",243266,0.701,0.738,2,-7.6,1,0.0352,0.412,0,0.0934,0.616,130.159,4,67,18
"Regina Belle","Show Me The Way",249306,0.589,0.631,11,-6.62,0,0.0253,0.518,0,0.522,0.54,89.175,4,27,9
"Styx","Show Me The Way",277173,0.367,0.429,6,-9.471,1,0.0334,0.213,6.72e-06,0.0946,0.194,157.812,3,49,23
"Carolina Liar","Show Me What I'm Looking For",240466,0.449,0.864,9,-1.159,0,0.0378,0.0133,1.31e-06,0.0984,0.355,105.121,4,63,18
"Howard Hewett","Show Me",335466,0.617,0.788,1,-7.512,0,0.0411,0.144,5.79e-06,0.891,0.695,154.11,4,37,7
"Joe Tex","Show Me",176253,0.568,0.933,4,-4.028,1,0.0878,0.0863,0,0.334,0.73,146.308,4,26,8
"Kid Ink Featuring Chris Brown","Show Me",217800,0.711,0.508,7,-7.299,1,0.0494,0.0354,0,0.141,0.665,98.098,4,72,31
"Pretenders","Show Me",253893,0.55,0.897,0,-6.927,1,0.0395,0.00062,0.0656,0.0621,0.562,139.299,4,35,13
"The Cover Girls","Show Me",230493,0.661,0.821,5,-5.968,0,0.0756,0.0024,1.51e-06,0.062,0.659,123.009,4,34,18
"Juicy J Featuring Big Sean & Young Jeezy","Show Out",269160,0.839,0.665,1,-5.72,1,0.232,0.144,0,0.132,0.583,130.046,4,53,8
"Kid Cudi, Skepta & Pop Smoke","Show Out",174960,0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,4,79,1
"Tina Turner","Show Some Respect",199213,0.858,0.725,7,-4.014,0,0.0496,0.398,0.00151,0.234,0.964,143.707,4,33,10
"Danity Kane","Show Stopper",229240,0.755,0.408,5,-10.33,0,0.187,0.0133,0,0.33,0.465,76.034,4,55,20
"The Jacksons","Show You The Way To Go",327746,0.663,0.615,2,-10.78,1,0.0323,0.374,0.0266,0.642,0.671,109.442,4,45,10
"Idina Menzel & Evan Rachel Wood","Show Yourself",260906,0.321,0.429,6,-7.073,1,0.0302,0.724,9.1e-05,0.0606,0.174,123.421,4,83,3
"Electric Light Orchestra","Showdown",249226,0.721,0.456,0,-12.524,0,0.0325,0.468,0.00308,0.174,0.964,113.229,4,50,18
"Surface","Shower Me With Your Love",294960,0.632,0.356,9,-10.811,1,0.0309,0.523,5.76e-06,0.0961,0.197,131.28,4,50,19
"James Taylor","Shower The People",271706,0.675,0.448,2,-11.52,0,0.0235,0.32,0,0.0825,0.568,98.499,4,53,16
"Becky G","Shower",206166,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4,75,20
"Mel & Kim","Showing Out (Get Fresh At The Weekend)",214866,0.703,0.838,4,-11.782,0,0.0638,0.00613,0.0129,0.137,0.767,119.771,4,40,7
"Fats Domino","Shu Rah",103560,0.688,0.564,0,-12.333,1,0.0352,0.0728,0.0107,0.158,0.877,113.073,4,14,7
"The Beach Boys","Shut Down",111053,0.592,0.743,8,-8.18,1,0.0479,0.0651,0.000882,0.0531,0.977,159.884,4,31,13
"Pitbull Featuring Akon","Shut It Down",226093,0.754,0.693,9,-6.483,0,0.0844,0.0059,1.59e-06,0.0515,0.411,128.062,4,47,14
"John Rich Featuring The Five","Shut Up About Politics",137173,0.664,0.848,2,-3.528,1,0.0661,0.00765,0,0.149,0.702,136.144,4,31,1
"WALK THE MOON","Shut Up And Dance",199080,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,4,82,53
"Rihanna","Shut Up And Drive",212280,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,4,66,20
"Mary Chapin Carpenter","Shut Up And Kiss Me",220573,0.778,0.75,9,-5.052,1,0.0417,0.571,0.000101,0.121,0.961,119.932,4,41,6
"The Ting Tings","Shut Up And Let Me Go",171226,0.852,0.927,7,-4.497,1,0.0581,0.0109,0.00268,0.054,0.887,107.993,4,47,11
"Ariana Grande","Shut Up",157710,0.499,0.462,0,-5.308,1,0.0312,0.801,0,0.0946,0.599,127.698,4,66,1
"Simple Plan","Shut Up",182986,0.507,0.959,1,-4.763,1,0.118,0.00104,0,0.147,0.436,165.136,4,48,2
"Trick Daddy Featuring Duece Poppito, Trina, Co","Shut Up",262040,0.791,0.777,11,-6.231,0,0.401,0.0116,0,0.246,0.668,144.772,4,38,11
"Jerry Wallace","Shutters And Boards",165693,0.514,0.348,8,-13.993,1,0.0308,0.739,0,0.108,0.741,128.98,3,10,12
"John Rich","Shuttin' Detroit Down",241640,0.512,0.76,7,-2.507,1,0.0311,0.292,0,0.189,0.584,167.884,4,36,8
"twenty one pilots","Shy Away",175044,0.588,0.856,9,-5.242,0,0.0316,0.000818,0.0739,0.238,0.635,96.966,4,83,1
"Stacey Q","Shy Girl",291933,0.799,0.677,4,-11.599,0,0.0613,0.00568,0.0307,0.0361,0.728,119.798,4,13,11
"The Cascades","Shy Girl",122160,0.492,0.398,2,-11.241,1,0.0259,0.88,1.91e-06,0.365,0.371,101.707,4,42,4
"Bad Bunny","Si Veo A Tu Mama",170971,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,4,80,5
"The Chainsmokers","Sick Boy",193200,0.663,0.577,11,-7.518,0,0.0531,0.109,0,0.12,0.454,89.996,4,76,3
"Field Mob","Sick Of Being Lonely",229160,0.692,0.921,8,-4.853,1,0.105,0.0016,2.05e-05,0.299,0.856,173.837,4,47,20
"Matthew Sweet","Sick Of Myself",218560,0.433,0.829,11,-7.715,1,0.044,0.0126,2.36e-05,0.084,0.822,122.733,4,44,20
"Travis Scott","Sicko Mode",312820,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,4,88,52
"Earth, Wind & Fire","Side By Side",356226,0.56,0.463,0,-8.54,1,0.0431,0.742,0.0408,0.116,0.232,75.073,4,30,4
"The Chainsmokers Featuring Emily Warren","Side Effects",172746,0.669,0.711,8,-6.758,1,0.033,0.00217,0,0.466,0.544,110.01,4,70,6
"Ariana Grande Featuring Nicki Minaj","Side To Side",260519,0.65,0.736,6,-5.84,0,0.229,0.0513,0,0.235,0.612,159.174,4,57,28
"Blue Magic","Sideshow",251520,0.586,0.337,7,-13.165,1,0.0347,0.837,0,0.628,0.543,133.229,4,50,21
